Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8930,ORD-108930,2021-02-17,2021-02-20,Standard Class,CUST-1295,Customer_1165,Home Office,India,Seattle,California,316220,Central,PROD-7383,Office Supplies,Binders,Binders Model 164,2996.18,11,0.0,800.18
8931,ORD-108931,2023-09-12,2023-09-14,Standard Class,CUST-1003,Customer_218,Consumer,India,New York City,New York,335482,South,PROD-6955,Furniture,Bookcases,Bookcases Model 93,6765.36,10,0.1,2172.32
8932,ORD-108932,2022-12-09,2022-12-10,Second Class,CUST-1438,Customer_590,Home Office,India,Miami,Illinois,755242,Central,PROD-4770,Furniture,Furnishings,Furnishings Model 118,6169.44,8,0.1,681.05
8933,ORD-108933,2024-11-27,2024-12-03,Same Day,CUST-1790,Customer_946,Consumer,India,Seattle,Florida,364090,South,PROD-3290,Technology,Accessories,Accessories Model 76,149.75,14,0.0,24.2
8934,ORD-108934,2023-01-29,2023-01-31,Second Class,CUST-1098,Customer_382,Home Office,India,Miami,Washington,773671,Central,PROD-8627,Furniture,Tables,Tables Model 162,8651.13,5,0.2,2762.62
8935,ORD-108935,2021-07-31,2021-08-01,Second Class,CUST-1336,Customer_606,Consumer,India,Chicago,Texas,703617,South,PROD-6499,Technology,Accessories,Accessories Model 49,492.74,1,0.05,104.05
8936,ORD-108936,2024-08-22,2024-08-26,First Class,CUST-1561,Customer_987,Corporate,India,Miami,Illinois,170260,South,PROD-1700,Office Supplies,Labels,Labels Model 7,859.61,14,0.05,274.35
8937,ORD-108937,2024-09-19,2024-09-20,First Class,CUST-1475,Customer_146,Corporate,India,Seattle,Florida,546084,West,PROD-6517,Technology,Machines,Machines Model 4,4735.97,5,0.15,578.63
8938,ORD-108938,2024-08-01,2024-08-03,Same Day,CUST-1967,Customer_849,Home Office,India,Houston,Florida,476966,East,PROD-3993,Technology,Copiers,Copiers Model 22,1432.5,12,0.05,74.96
8939,ORD-108939,2021-06-03,2021-06-07,Standard Class,CUST-1069,Customer_238,Corporate,India,Miami,California,848842,East,PROD-5302,Technology,Copiers,Copiers Model 55,3533.82,9,0.3,815.63
8940,ORD-108940,2023-01-12,2023-01-16,Standard Class,CUST-1045,Customer_244,Home Office,India,Miami,New York,628298,West,PROD-5063,Office Supplies,Storage,Storage Model 22,1074.26,3,0.0,256.75
8941,ORD-108941,2023-06-01,2023-06-07,First Class,CUST-1799,Customer_596,Home Office,India,Houston,California,663830,East,PROD-2113,Office Supplies,Binders,Binders Model 200,6114.98,7,0.0,1266.51
8942,ORD-108942,2023-01-12,2023-01-16,First Class,CUST-1819,Customer_449,Corporate,India,New York City,Texas,431164,Central,PROD-4026,Furniture,Furnishings,Furnishings Model 154,6375.24,7,0.05,1952.09
8943,ORD-108943,2024-08-27,2024-09-01,Second Class,CUST-1426,Customer_172,Corporate,India,Houston,Illinois,928630,East,PROD-4363,Furniture,Furnishings,Furnishings Model 118,1952.84,2,0.05,463.86
8944,ORD-108944,2022-08-26,2022-08-27,Standard Class,CUST-1788,Customer_75,Home Office,India,Miami,Illinois,863752,Central,PROD-3807,Furniture,Bookcases,Bookcases Model 91,3837.96,1,0.2,-982.73
8945,ORD-108945,2022-10-28,2022-10-31,Standard Class,CUST-1285,Customer_1099,Corporate,India,New York City,Illinois,547213,South,PROD-3381,Office Supplies,Labels,Labels Model 156,1152.91,8,0.2,335.46
8946,ORD-108946,2022-02-07,2022-02-14,First Class,CUST-1686,Customer_459,Home Office,India,New York City,Texas,135310,South,PROD-1967,Office Supplies,Binders,Binders Model 123,9667.84,6,0.2,2548.13
8947,ORD-108947,2024-02-10,2024-02-13,First Class,CUST-1987,Customer_415,Consumer,India,Chicago,Washington,303289,Central,PROD-4974,Furniture,Tables,Tables Model 7,8415.04,12,0.0,1608.68
8948,ORD-108948,2021-07-18,2021-07-24,Standard Class,CUST-1037,Customer_13,Home Office,India,Los Angeles,Washington,200983,South,PROD-2888,Furniture,Tables,Tables Model 88,123.97,11,0.2,38.88
8949,ORD-108949,2023-01-05,2023-01-10,Standard Class,CUST-1041,Customer_799,Consumer,India,Seattle,New York,283520,South,PROD-7275,Furniture,Tables,Tables Model 119,7415.45,8,0.15,1412.4
8950,ORD-108950,2023-07-25,2023-07-26,Standard Class,CUST-1022,Customer_353,Home Office,India,Seattle,Illinois,825638,West,PROD-5036,Technology,Phones,Phones Model 199,5803.57,15,0.1,1724.05
8951,ORD-108951,2022-10-05,2022-10-11,First Class,CUST-1559,Customer_473,Home Office,India,Miami,Florida,166815,South,PROD-5888,Technology,Accessories,Accessories Model 94,7499.81,4,0.05,743.44
8952,ORD-108952,2021-06-19,2021-06-22,Second Class,CUST-1854,Customer_648,Home Office,India,Chicago,Texas,119158,South,PROD-3082,Technology,Phones,Phones Model 113,5074.67,10,0.3,1632.65
8953,ORD-108953,2021-08-21,2021-08-24,First Class,CUST-1440,Customer_1490,Home Office,India,Los Angeles,Texas,216615,East,PROD-1889,Technology,Copiers,Copiers Model 149,1882.56,5,0.15,371.0
8954,ORD-108954,2023-05-13,2023-05-16,First Class,CUST-1061,Customer_361,Home Office,India,Seattle,Texas,908684,East,PROD-2664,Technology,Copiers,Copiers Model 14,598.87,15,0.15,86.34
8955,ORD-108955,2022-02-02,2022-02-04,First Class,CUST-1342,Customer_219,Corporate,India,Miami,Texas,387589,East,PROD-9796,Technology,Phones,Phones Model 116,6586.75,10,0.1,1617.27
8956,ORD-108956,2023-04-28,2023-05-02,Same Day,CUST-1240,Customer_661,Corporate,India,Miami,Illinois,262028,East,PROD-7448,Technology,Copiers,Copiers Model 37,691.71,11,0.0,112.26
8957,ORD-108957,2023-01-06,2023-01-11,Second Class,CUST-1657,Customer_143,Corporate,India,Houston,Florida,464990,West,PROD-8394,Office Supplies,Storage,Storage Model 102,402.96,13,0.2,124.49
8958,ORD-108958,2021-06-21,2021-06-24,Same Day,CUST-1523,Customer_479,Home Office,India,Miami,Florida,661513,East,PROD-4058,Technology,Accessories,Accessories Model 124,823.38,12,0.0,259.02
8959,ORD-108959,2024-08-20,2024-08-23,Second Class,CUST-1431,Customer_241,Consumer,India,Chicago,California,797195,Central,PROD-7417,Technology,Machines,Machines Model 109,1937.9,2,0.15,297.02
8960,ORD-108960,2023-04-03,2023-04-04,First Class,CUST-1993,Customer_285,Home Office,India,Houston,California,284335,South,PROD-5229,Technology,Machines,Machines Model 60,142.52,9,0.15,11.25
8961,ORD-108961,2024-10-30,2024-10-31,Standard Class,CUST-1652,Customer_658,Consumer,India,Seattle,Texas,924706,Central,PROD-2317,Office Supplies,Labels,Labels Model 180,9861.41,11,0.2,2524.72
8962,ORD-108962,2021-01-17,2021-01-22,Standard Class,CUST-1586,Customer_951,Consumer,India,Miami,Washington,913317,West,PROD-3310,Furniture,Bookcases,Bookcases Model 13,4491.51,8,0.1,1481.13
8963,ORD-108963,2021-12-16,2021-12-21,Same Day,CUST-1867,Customer_273,Home Office,India,New York City,Illinois,100906,Central,PROD-1430,Technology,Accessories,Accessories Model 132,2471.95,10,0.1,564.11
8964,ORD-108964,2023-03-09,2023-03-14,Second Class,CUST-1054,Customer_1005,Corporate,India,Los Angeles,Illinois,683336,West,PROD-1841,Furniture,Bookcases,Bookcases Model 44,8390.01,13,0.2,2282.67
8965,ORD-108965,2022-02-22,2022-02-25,Same Day,CUST-1035,Customer_556,Home Office,India,Chicago,Florida,676399,South,PROD-1128,Technology,Machines,Machines Model 25,7726.23,9,0.15,734.77
8966,ORD-108966,2021-01-27,2021-01-29,Second Class,CUST-1729,Customer_965,Home Office,India,Los Angeles,Florida,699319,South,PROD-8777,Technology,Phones,Phones Model 141,2225.73,10,0.2,342.99
8967,ORD-108967,2021-01-08,2021-01-14,First Class,CUST-1446,Customer_1473,Corporate,India,Los Angeles,Texas,523180,West,PROD-6853,Office Supplies,Paper,Paper Model 69,7765.45,2,0.0,2232.06
8968,ORD-108968,2023-03-07,2023-03-08,Same Day,CUST-1661,Customer_499,Consumer,India,Seattle,Washington,613203,Central,PROD-3207,Technology,Accessories,Accessories Model 18,7067.11,10,0.1,1988.78
8969,ORD-108969,2024-05-22,2024-05-27,Same Day,CUST-1209,Customer_288,Corporate,India,New York City,Florida,930171,South,PROD-8098,Technology,Phones,Phones Model 46,8108.22,7,0.1,2389.89
8970,ORD-108970,2021-01-20,2021-01-23,Same Day,CUST-1679,Customer_499,Home Office,India,Chicago,Texas,728741,West,PROD-2056,Office Supplies,Paper,Paper Model 38,3852.71,6,0.05,1112.99
8971,ORD-108971,2022-05-10,2022-05-11,Same Day,CUST-1320,Customer_565,Corporate,India,Miami,Washington,909685,East,PROD-6249,Technology,Accessories,Accessories Model 188,1156.58,11,0.3,367.2
8972,ORD-108972,2024-06-16,2024-06-17,Standard Class,CUST-1035,Customer_1011,Home Office,India,Houston,New York,547280,South,PROD-7195,Technology,Copiers,Copiers Model 135,2316.11,4,0.0,763.06
8973,ORD-108973,2023-11-16,2023-11-23,First Class,CUST-1621,Customer_941,Consumer,India,Los Angeles,Illinois,815632,South,PROD-8445,Office Supplies,Paper,Paper Model 112,3611.2,10,0.0,549.03
8974,ORD-108974,2024-07-07,2024-07-10,First Class,CUST-1422,Customer_1208,Home Office,India,Miami,Illinois,792613,South,PROD-3944,Furniture,Tables,Tables Model 174,1352.81,3,0.1,398.04
8975,ORD-108975,2024-01-14,2024-01-20,Same Day,CUST-1344,Customer_914,Consumer,India,Chicago,Illinois,885698,West,PROD-1058,Technology,Copiers,Copiers Model 101,1943.65,4,0.1,610.18
8976,ORD-108976,2024-12-28,2025-01-01,Second Class,CUST-1642,Customer_709,Corporate,India,Miami,New York,121679,West,PROD-5240,Technology,Copiers,Copiers Model 57,5954.72,3,0.0,1169.51
8977,ORD-108977,2021-09-19,2021-09-25,First Class,CUST-1186,Customer_1406,Corporate,India,Houston,Texas,658108,East,PROD-7134,Office Supplies,Labels,Labels Model 56,5221.21,6,0.3,1028.09
8978,ORD-108978,2023-05-08,2023-05-09,Second Class,CUST-1331,Customer_1231,Consumer,India,New York City,New York,791529,Central,PROD-3630,Office Supplies,Storage,Storage Model 181,8413.45,4,0.0,2891.47
8979,ORD-108979,2021-06-25,2021-06-27,Same Day,CUST-1450,Customer_410,Corporate,India,Los Angeles,Florida,627121,South,PROD-5044,Office Supplies,Binders,Binders Model 147,832.27,10,0.1,282.66
8980,ORD-108980,2023-10-21,2023-10-26,Same Day,CUST-1774,Customer_1032,Home Office,India,Houston,Texas,674311,West,PROD-3412,Furniture,Tables,Tables Model 18,8152.39,14,0.15,2674.91
8981,ORD-108981,2023-05-23,2023-05-27,Standard Class,CUST-1868,Customer_1016,Corporate,India,Seattle,Texas,273500,West,PROD-1303,Office Supplies,Labels,Labels Model 40,9024.42,15,0.05,2048.0
8982,ORD-108982,2023-06-10,2023-06-12,Same Day,CUST-1608,Customer_198,Corporate,India,Chicago,New York,412583,Central,PROD-1219,Technology,Machines,Machines Model 164,1596.47,4,0.3,517.53
8983,ORD-108983,2023-09-17,2023-09-22,Standard Class,CUST-1431,Customer_1383,Consumer,India,Los Angeles,New York,770898,South,PROD-4105,Office Supplies,Labels,Labels Model 80,9652.78,5,0.2,3045.75
8984,ORD-108984,2022-11-03,2022-11-04,First Class,CUST-1967,Customer_205,Consumer,India,Los Angeles,New York,715221,Central,PROD-7983,Office Supplies,Labels,Labels Model 80,523.73,2,0.0,53.63
8985,ORD-108985,2021-04-27,2021-04-30,Standard Class,CUST-1173,Customer_293,Home Office,India,New York City,Texas,411547,West,PROD-4392,Office Supplies,Binders,Binders Model 141,7666.56,8,0.3,-2225.72
8986,ORD-108986,2021-12-09,2021-12-10,Same Day,CUST-1255,Customer_508,Home Office,India,Los Angeles,Texas,318061,Central,PROD-9887,Furniture,Furnishings,Furnishings Model 153,4746.49,5,0.0,1486.46
8987,ORD-108987,2023-02-04,2023-02-05,Standard Class,CUST-1343,Customer_1255,Corporate,India,Los Angeles,Washington,858249,East,PROD-6716,Office Supplies,Binders,Binders Model 151,1290.82,10,0.0,204.59
8988,ORD-108988,2022-11-06,2022-11-10,First Class,CUST-1443,Customer_1414,Consumer,India,Seattle,Illinois,132041,South,PROD-2793,Office Supplies,Paper,Paper Model 172,3792.24,5,0.05,813.94
8989,ORD-108989,2022-01-23,2022-01-25,Same Day,CUST-1496,Customer_25,Home Office,India,Miami,New York,403614,East,PROD-3521,Office Supplies,Labels,Labels Model 181,467.3,12,0.05,161.06
8990,ORD-108990,2021-01-31,2021-02-02,Second Class,CUST-1786,Customer_540,Home Office,India,New York City,Illinois,471673,Central,PROD-8328,Furniture,Tables,Tables Model 39,5949.9,7,0.3,388.5
8991,ORD-108991,2021-07-25,2021-07-27,Same Day,CUST-1701,Customer_831,Corporate,India,Miami,Illinois,700479,West,PROD-7213,Furniture,Chairs,Chairs Model 177,343.15,3,0.3,112.38
8992,ORD-108992,2024-09-23,2024-09-24,Standard Class,CUST-1258,Customer_1342,Corporate,India,New York City,New York,972756,Central,PROD-6434,Furniture,Chairs,Chairs Model 154,6283.63,6,0.15,787.48
8993,ORD-108993,2024-07-13,2024-07-20,Standard Class,CUST-1530,Customer_1318,Corporate,India,New York City,Illinois,666754,Central,PROD-1895,Office Supplies,Paper,Paper Model 6,5906.83,15,0.2,567.02
8994,ORD-108994,2023-02-10,2023-02-16,Standard Class,CUST-1872,Customer_775,Home Office,India,Los Angeles,New York,242848,West,PROD-8018,Office Supplies,Paper,Paper Model 105,4643.8,12,0.05,307.53
8995,ORD-108995,2023-06-04,2023-06-06,First Class,CUST-1054,Customer_1338,Home Office,India,Houston,Texas,902796,Central,PROD-1139,Technology,Accessories,Accessories Model 63,5195.97,10,0.1,1132.1
8996,ORD-108996,2021-11-10,2021-11-13,Same Day,CUST-1092,Customer_1296,Consumer,India,New York City,Washington,933319,South,PROD-6770,Furniture,Tables,Tables Model 192,1785.68,6,0.1,476.17
8997,ORD-108997,2022-11-27,2022-11-28,First Class,CUST-1301,Customer_692,Consumer,India,Los Angeles,New York,280143,West,PROD-2176,Furniture,Tables,Tables Model 82,5005.0,1,0.2,849.15
8998,ORD-108998,2024-06-19,2024-06-23,Standard Class,CUST-1103,Customer_415,Home Office,India,Los Angeles,New York,719407,South,PROD-4389,Technology,Copiers,Copiers Model 25,6182.19,6,0.0,499.7
8999,ORD-108999,2021-05-08,2021-05-15,First Class,CUST-1382,Customer_922,Consumer,India,New York City,Washington,218646,Central,PROD-9964,Technology,Phones,Phones Model 147,7064.75,1,0.1,914.37
9000,ORD-109000,2021-06-29,2021-07-01,Same Day,CUST-1534,Customer_43,Corporate,India,Seattle,California,122239,East,PROD-2437,Furniture,Furnishings,Furnishings Model 117,3563.08,10,0.15,327.47
9001,ORD-109001,2021-08-19,2021-08-23,First Class,CUST-1904,Customer_711,Consumer,India,Miami,California,107945,West,PROD-6806,Technology,Accessories,Accessories Model 46,7920.37,1,0.1,2640.19
9002,ORD-109002,2023-12-13,2023-12-15,Standard Class,CUST-1735,Customer_1440,Consumer,India,Miami,Washington,591664,West,PROD-2056,Office Supplies,Paper,Paper Model 95,3638.27,14,0.15,377.47
9003,ORD-109003,2022-01-06,2022-01-13,Second Class,CUST-1999,Customer_1340,Home Office,India,Chicago,Washington,350672,South,PROD-2034,Technology,Copiers,Copiers Model 52,5165.4,2,0.15,332.07
9004,ORD-109004,2022-06-04,2022-06-09,Same Day,CUST-1278,Customer_1002,Consumer,India,Seattle,Texas,948080,West,PROD-7356,Office Supplies,Storage,Storage Model 158,8840.16,8,0.2,750.64
9005,ORD-109005,2021-07-23,2021-07-27,Second Class,CUST-1689,Customer_1221,Consumer,India,Miami,Florida,583891,West,PROD-4749,Technology,Phones,Phones Model 152,7786.94,10,0.0,2419.28
9006,ORD-109006,2022-06-15,2022-06-20,Same Day,CUST-1801,Customer_1348,Home Office,India,Seattle,New York,940362,Central,PROD-2718,Furniture,Furnishings,Furnishings Model 65,5594.12,15,0.2,287.55
9007,ORD-109007,2023-01-29,2023-02-04,Standard Class,CUST-1037,Customer_189,Consumer,India,Seattle,Florida,227422,East,PROD-7768,Furniture,Tables,Tables Model 85,9656.53,3,0.05,3344.26
9008,ORD-109008,2022-04-20,2022-04-24,First Class,CUST-1038,Customer_350,Home Office,India,Houston,Illinois,714207,West,PROD-8556,Technology,Accessories,Accessories Model 142,8178.91,13,0.05,1620.15
9009,ORD-109009,2021-06-27,2021-07-02,Same Day,CUST-1271,Customer_1033,Home Office,India,Houston,Illinois,289461,South,PROD-2649,Furniture,Bookcases,Bookcases Model 112,2652.74,2,0.1,144.29
9010,ORD-109010,2023-03-01,2023-03-05,Second Class,CUST-1664,Customer_537,Home Office,India,Los Angeles,New York,659597,West,PROD-2097,Furniture,Furnishings,Furnishings Model 15,1699.93,10,0.2,-121.37
9011,ORD-109011,2021-12-13,2021-12-20,Standard Class,CUST-1947,Customer_518,Home Office,India,Miami,New York,926545,Central,PROD-6136,Furniture,Chairs,Chairs Model 59,7031.84,11,0.1,2054.24
9012,ORD-109012,2022-03-22,2022-03-27,Same Day,CUST-1068,Customer_799,Corporate,India,New York City,Texas,903685,Central,PROD-8929,Office Supplies,Labels,Labels Model 76,9692.95,7,0.0,1545.81
9013,ORD-109013,2022-10-25,2022-10-30,Second Class,CUST-1244,Customer_579,Home Office,India,New York City,Illinois,907023,West,PROD-2699,Technology,Machines,Machines Model 70,9630.52,10,0.05,1372.57
9014,ORD-109014,2024-08-09,2024-08-14,Same Day,CUST-1828,Customer_859,Consumer,India,Chicago,California,321229,South,PROD-3190,Furniture,Tables,Tables Model 53,8431.98,7,0.05,1870.52
9015,ORD-109015,2021-02-01,2021-02-02,Second Class,CUST-1896,Customer_1267,Home Office,India,Miami,New York,145999,East,PROD-2037,Furniture,Furnishings,Furnishings Model 67,8295.26,9,0.0,1946.73
9016,ORD-109016,2021-03-22,2021-03-24,Standard Class,CUST-1411,Customer_809,Home Office,India,Seattle,California,346713,West,PROD-8930,Furniture,Tables,Tables Model 125,9214.08,1,0.15,2921.32
9017,ORD-109017,2022-10-02,2022-10-07,Standard Class,CUST-1238,Customer_989,Corporate,India,Miami,Florida,563224,West,PROD-1126,Office Supplies,Binders,Binders Model 27,6212.84,9,0.2,-772.19
9018,ORD-109018,2021-01-12,2021-01-19,Second Class,CUST-1099,Customer_1468,Home Office,India,Miami,New York,113791,South,PROD-6733,Technology,Machines,Machines Model 56,2095.99,6,0.05,452.69
9019,ORD-109019,2024-02-23,2024-02-27,Same Day,CUST-1091,Customer_464,Consumer,India,Houston,Florida,290536,Central,PROD-1708,Technology,Machines,Machines Model 45,351.55,9,0.1,50.98
9020,ORD-109020,2022-02-05,2022-02-08,Same Day,CUST-1080,Customer_77,Corporate,India,Seattle,Washington,649418,Central,PROD-4605,Technology,Machines,Machines Model 17,7124.62,12,0.2,501.35
9021,ORD-109021,2023-02-01,2023-02-08,First Class,CUST-1515,Customer_293,Home Office,India,New York City,Florida,299937,South,PROD-6880,Office Supplies,Storage,Storage Model 171,6248.92,9,0.3,1545.1
9022,ORD-109022,2023-01-22,2023-01-26,Same Day,CUST-1342,Customer_1398,Corporate,India,New York City,Washington,182774,Central,PROD-1954,Technology,Machines,Machines Model 187,3259.12,11,0.0,890.43
9023,ORD-109023,2021-06-01,2021-06-08,Same Day,CUST-1180,Customer_1178,Home Office,India,Los Angeles,Florida,220236,Central,PROD-9476,Office Supplies,Binders,Binders Model 175,6051.13,10,0.3,1462.96
9024,ORD-109024,2022-01-13,2022-01-18,Standard Class,CUST-1458,Customer_1410,Consumer,India,Miami,California,717462,East,PROD-3746,Furniture,Chairs,Chairs Model 187,6608.89,4,0.0,740.43
9025,ORD-109025,2023-03-19,2023-03-25,Second Class,CUST-1316,Customer_1391,Home Office,India,New York City,Washington,474696,South,PROD-6090,Office Supplies,Paper,Paper Model 100,2171.03,9,0.05,691.25
9026,ORD-109026,2024-08-29,2024-09-05,Second Class,CUST-1105,Customer_457,Home Office,India,Seattle,California,853557,Central,PROD-2898,Technology,Copiers,Copiers Model 6,7274.95,10,0.05,751.61
9027,ORD-109027,2024-08-25,2024-08-31,First Class,CUST-1604,Customer_288,Consumer,India,Houston,Florida,351344,West,PROD-3582,Furniture,Furnishings,Furnishings Model 138,7816.31,10,0.05,2109.22
9028,ORD-109028,2023-10-21,2023-10-26,First Class,CUST-1545,Customer_978,Consumer,India,Seattle,California,476549,Central,PROD-7077,Furniture,Chairs,Chairs Model 168,3663.39,7,0.2,840.24
9029,ORD-109029,2021-06-14,2021-06-16,Same Day,CUST-1288,Customer_1430,Home Office,India,Chicago,Washington,514502,Central,PROD-8792,Office Supplies,Storage,Storage Model 142,4656.94,7,0.3,709.4
9030,ORD-109030,2024-01-17,2024-01-24,First Class,CUST-1778,Customer_562,Consumer,India,Miami,Texas,111450,Central,PROD-9618,Furniture,Furnishings,Furnishings Model 141,1620.3,1,0.3,478.06
9031,ORD-109031,2021-08-02,2021-08-07,Second Class,CUST-1540,Customer_847,Consumer,India,Los Angeles,California,527101,Central,PROD-2214,Office Supplies,Binders,Binders Model 190,9059.38,12,0.0,2271.17
9032,ORD-109032,2023-10-07,2023-10-13,Second Class,CUST-1822,Customer_559,Home Office,India,Houston,Illinois,466400,East,PROD-2987,Furniture,Bookcases,Bookcases Model 27,5532.89,6,0.05,1384.23
9033,ORD-109033,2021-03-07,2021-03-13,Standard Class,CUST-1420,Customer_451,Corporate,India,Los Angeles,Florida,511787,East,PROD-8308,Technology,Phones,Phones Model 109,5778.63,3,0.05,1850.75
9034,ORD-109034,2021-08-25,2021-08-28,Second Class,CUST-1633,Customer_752,Corporate,India,New York City,New York,189991,South,PROD-4949,Furniture,Tables,Tables Model 34,6883.06,11,0.2,1575.52
9035,ORD-109035,2022-06-16,2022-06-20,First Class,CUST-1340,Customer_685,Home Office,India,Los Angeles,Florida,813260,South,PROD-4334,Furniture,Tables,Tables Model 158,7874.32,5,0.2,1912.68
9036,ORD-109036,2022-05-03,2022-05-05,Standard Class,CUST-1079,Customer_1241,Home Office,India,Miami,New York,542214,East,PROD-2061,Technology,Copiers,Copiers Model 91,5249.56,8,0.1,476.57
9037,ORD-109037,2021-02-13,2021-02-15,Same Day,CUST-1131,Customer_717,Home Office,India,Chicago,New York,325185,South,PROD-5682,Technology,Copiers,Copiers Model 85,689.79,5,0.0,117.98
9038,ORD-109038,2024-10-30,2024-11-05,Second Class,CUST-1144,Customer_151,Consumer,India,New York City,Florida,197074,Central,PROD-5537,Technology,Copiers,Copiers Model 183,5254.71,1,0.3,964.29
9039,ORD-109039,2022-03-05,2022-03-06,Second Class,CUST-1334,Customer_1178,Consumer,India,Chicago,Florida,192810,Central,PROD-7393,Furniture,Tables,Tables Model 107,5420.83,10,0.05,453.96
9040,ORD-109040,2024-08-14,2024-08-15,Same Day,CUST-1644,Customer_78,Home Office,India,New York City,Florida,207428,West,PROD-6120,Furniture,Chairs,Chairs Model 122,9758.76,7,0.0,2111.73
9041,ORD-109041,2021-03-21,2021-03-26,Same Day,CUST-1265,Customer_261,Corporate,India,Los Angeles,Florida,108787,East,PROD-6732,Technology,Copiers,Copiers Model 141,315.38,12,0.1,23.52
9042,ORD-109042,2021-01-23,2021-01-24,Standard Class,CUST-1819,Customer_612,Home Office,India,Chicago,Washington,850796,West,PROD-5259,Furniture,Chairs,Chairs Model 24,6345.45,13,0.0,945.3
9043,ORD-109043,2024-03-03,2024-03-05,Second Class,CUST-1667,Customer_741,Home Office,India,Miami,Washington,463498,South,PROD-7635,Furniture,Tables,Tables Model 7,9366.16,3,0.2,-691.99
9044,ORD-109044,2022-07-09,2022-07-11,Second Class,CUST-1140,Customer_604,Home Office,India,Seattle,Florida,507050,Central,PROD-3145,Office Supplies,Paper,Paper Model 42,5147.4,14,0.05,612.03
9045,ORD-109045,2022-05-18,2022-05-23,Same Day,CUST-1218,Customer_444,Corporate,India,Miami,Washington,977964,East,PROD-6248,Technology,Accessories,Accessories Model 22,2342.97,3,0.0,509.84
9046,ORD-109046,2022-11-29,2022-12-05,Standard Class,CUST-1323,Customer_198,Home Office,India,New York City,Florida,495014,East,PROD-2377,Technology,Accessories,Accessories Model 38,7154.82,14,0.15,2141.56
9047,ORD-109047,2021-10-24,2021-10-29,Standard Class,CUST-1489,Customer_75,Consumer,India,Seattle,New York,323249,East,PROD-6207,Office Supplies,Paper,Paper Model 180,3680.47,6,0.3,819.0
9048,ORD-109048,2024-02-03,2024-02-08,Same Day,CUST-1864,Customer_1413,Home Office,India,Seattle,Texas,421436,Central,PROD-1041,Furniture,Furnishings,Furnishings Model 63,7073.75,13,0.15,1995.89
9049,ORD-109049,2021-08-04,2021-08-07,Second Class,CUST-1103,Customer_825,Home Office,India,Miami,New York,972551,West,PROD-9398,Furniture,Furnishings,Furnishings Model 101,9868.04,5,0.15,2670.82
9050,ORD-109050,2022-10-16,2022-10-23,Second Class,CUST-1239,Customer_257,Home Office,India,Chicago,California,479568,South,PROD-4055,Office Supplies,Labels,Labels Model 35,6947.83,5,0.05,917.03
9051,ORD-109051,2022-05-24,2022-05-31,Same Day,CUST-1563,Customer_538,Home Office,India,Chicago,Washington,518690,East,PROD-6272,Furniture,Furnishings,Furnishings Model 77,9954.76,2,0.3,1832.73
9052,ORD-109052,2024-04-24,2024-04-28,Same Day,CUST-1321,Customer_1207,Consumer,India,Miami,Florida,795020,Central,PROD-1141,Technology,Machines,Machines Model 157,3696.52,6,0.05,1228.73
9053,ORD-109053,2024-03-14,2024-03-15,Standard Class,CUST-1260,Customer_571,Home Office,India,Seattle,New York,227151,East,PROD-5238,Furniture,Chairs,Chairs Model 184,3736.3,15,0.05,890.6
9054,ORD-109054,2023-11-24,2023-11-26,Second Class,CUST-1487,Customer_1420,Corporate,India,Miami,California,506810,West,PROD-5504,Furniture,Bookcases,Bookcases Model 100,9249.92,13,0.1,1815.68
9055,ORD-109055,2022-11-30,2022-12-06,Second Class,CUST-1374,Customer_66,Consumer,India,New York City,New York,241027,South,PROD-8038,Office Supplies,Binders,Binders Model 119,7964.44,6,0.3,1654.17
9056,ORD-109056,2023-06-23,2023-06-30,First Class,CUST-1741,Customer_72,Corporate,India,Seattle,Illinois,815514,Central,PROD-4001,Furniture,Chairs,Chairs Model 58,4058.43,4,0.2,1067.39
9057,ORD-109057,2024-03-11,2024-03-16,Same Day,CUST-1669,Customer_689,Corporate,India,Seattle,New York,586562,East,PROD-7980,Office Supplies,Storage,Storage Model 68,8819.16,13,0.15,2236.73
9058,ORD-109058,2024-12-22,2024-12-29,Second Class,CUST-1223,Customer_503,Home Office,India,Miami,Texas,555331,South,PROD-7178,Office Supplies,Paper,Paper Model 10,6214.55,13,0.3,-521.92
9059,ORD-109059,2024-03-31,2024-04-01,Standard Class,CUST-1362,Customer_158,Consumer,India,Miami,Florida,335373,West,PROD-1799,Technology,Machines,Machines Model 146,7891.28,9,0.3,2557.29
9060,ORD-109060,2021-06-01,2021-06-06,Standard Class,CUST-1796,Customer_1462,Home Office,India,Los Angeles,New York,940317,West,PROD-6717,Office Supplies,Binders,Binders Model 99,6921.79,4,0.05,1748.09
9061,ORD-109061,2022-05-03,2022-05-04,Second Class,CUST-1207,Customer_572,Corporate,India,Chicago,New York,887543,South,PROD-8584,Office Supplies,Binders,Binders Model 41,3733.05,9,0.05,653.0
9062,ORD-109062,2024-08-22,2024-08-23,Second Class,CUST-1219,Customer_999,Corporate,India,Los Angeles,Washington,561490,Central,PROD-8722,Technology,Phones,Phones Model 60,6705.44,7,0.1,1149.98
